dur,proto,service,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,tcprtt,synack,ackdat,smean,dmean,ct_src_dport_ltm,ct_dst_sport_ltm,ct_flw_http_mthd,attack_cat,label
0.703997,tcp,-,10,8,564,354,24.14783,5772.752,3522.7422,2,1,77.188225,98.82071,6062.187,149.72821,0.061865,0.012237,0.049628,56,44,2,1,0,Reconnaissance,1
1.372058,tcp,-,10,8,564,354,12.390146,2961.9739,1807.5037,2,1,152.45088,186.85957,10884.426,287.12064,0.117587,0.063315,0.054272,56,44,1,1,0,Reconnaissance,1
1e-05,udp,-,2,0,168,0,100000.0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.628511,tcp,-,10,8,564,354,27.048054,6466.076,3945.8337,2,1,69.248886,88.85214,5441.6885,138.66467,0.059399,0.006537,0.052862,56,44,1,1,0,Reconnaissance,1
0.199015,tcp,http,10,6,830,268,75.3712,30027.887,9004.346,2,1,20.017221,37.950603,1068.4482,63.113415,0.06184,0.009254,0.052586,83,45,1,1,1,Reconnaissance,1
0.198637,tcp,http,10,6,874,268,75.51463,31696.01,9021.481,2,1,20.144556,36.8494,1081.5665,62.139347,0.065334,0.014387,0.050947,87,45,1,1,1,Reconnaissance,1
0.69574,tcp,-,10,8,564,354,24.434416,5841.2627,3564.55,2,1,76.127,94.061,5682.157,138.6114,0.095346,0.03731,0.058036,56,44,1,1,0,Reconnaissance,1
1.214283,tcp,http,10,8,756,354,14.000031,4486.598,2042.3575,2,1,131.98633,164.33986,9241.459,232.41556,0.144316,0.063902,0.080414,76,44,1,1,1,Reconnaissance,1
2.094141,tcp,-,10,8,564,354,8.117887,1940.6525,1184.2565,2,1,232.61734,289.76657,17339.29,474.31982,0.126478,0.06577,0.060708,56,44,1,1,0,Reconnaissance,1
7e-06,unas,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Reconnaissance,1
9e-06,ipnip,-,2,0,180,0,111111.11,80000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,90,0,2,2,0,Reconnaissance,1
0.457067,tcp,http,10,8,892,354,37.193672,14054.832,5425.9004,2,1,50.78522,57.23243,3217.6467,107.724976,0.106133,0.055798,0.050335,89,44,1,1,1,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
3e-06,udp,-,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.984248,tcp,-,10,8,564,354,17.27207,4129.0405,2519.6902,2,1,106.000114,127.83214,7944.6465,177.01245,0.132824,0.089419,0.043405,56,44,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.229785,tcp,-,10,8,564,354,13.823555,3304.6428,2016.6127,2,1,136.64278,165.54272,8696.291,231.11592,0.109538,0.070243,0.039295,56,44,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.017737,tcp,-,10,8,564,354,16.703726,3993.1729,2436.7788,2,1,107.90567,131.83813,6268.309,188.15866,0.177005,0.094869,0.082136,56,44,1,1,0,Reconnaissance,1
3.335398,tcp,-,10,8,564,354,5.096843,1218.4453,743.5395,2,1,364.0891,459.22714,22133.693,745.1562,0.312755,0.120807,0.191948,56,44,1,1,0,Reconnaissance,1
1.625892,tcp,-,10,8,564,354,10.455799,2499.551,1525.3165,2,1,178.12134,221.30643,12614.222,327.63553,0.145772,0.076741,0.069031,56,44,1,1,0,Reconnaissance,1
3e-06,l2tp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Reconnaissance,1
0.75631,tcp,-,10,8,564,354,22.477556,5373.458,3279.0789,2,1,79.86278,102.58771,6029.2734,139.26387,0.064505,0.038187,0.026318,56,44,1,1,0,Reconnaissance,1
5e-06,udp,-,2,0,168,0,200000.0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.638152,tcp,-,10,8,564,354,26.639421,6368.3887,3886.2214,2,1,69.38233,90.18557,5467.2456,138.09605,0.051772,0.006844,0.044928,56,44,2,1,0,Reconnaissance,1
0.638471,tcp,-,10,8,564,354,26.62611,6365.207,3884.2798,2,1,70.43878,90.27386,5575.167,140.16142,0.052158,0.006546,0.045612,56,44,1,1,0,Reconnaissance,1
0.236185,tcp,http,10,6,838,268,63.509537,25573.174,7587.273,2,1,24.061666,44.6364,1262.3143,71.665215,0.06214,0.013,0.04914,84,45,1,1,1,Reconnaissance,1
3e-06,udp,-,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
2.075585,ospf,-,42,0,2688,0,19.753468,10113.775,0.0,0,0,50.624023,0.0,55.667927,0.0,0.0,0.0,0.0,64,0,1,1,0,Reconnaissance,1
0.890119,tcp,-,10,8,564,354,19.09857,4565.6816,2786.1443,2,1,96.33511,120.63257,6510.8916,177.3677,0.152039,0.04568,0.106359,56,44,1,1,0,Reconnaissance,1
0.282741,tcp,http,10,6,912,268,53.052086,23229.74,6337.9556,2,1,28.229221,49.0526,1396.3055,65.98994,0.089294,0.037474,0.05182,91,45,1,1,1,Reconnaissance,1
1e-05,udp,-,2,0,168,0,100000.0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.984103,tcp,http,10,6,830,268,15.242307,6072.535,1820.9475,2,1,109.34478,175.33641,5942.563,314.09497,0.203151,0.107032,0.096119,83,45,1,1,1,Reconnaissance,1
0.877129,tcp,-,10,8,564,354,19.381413,4633.298,2827.4062,2,1,94.41178,117.46671,6815.9917,166.02097,0.128513,0.054853,0.07366,56,44,1,1,0,Reconnaissance,1
0.809181,tcp,-,10,8,564,354,21.008898,5022.3623,3064.8274,2,1,89.81467,108.32743,6321.611,146.78957,0.114378,0.050886,0.063492,56,44,1,1,0,Reconnaissance,1
1.049343,tcp,-,10,8,564,354,16.200613,3872.8997,2363.3835,2,1,107.46933,128.89586,7282.232,168.90701,0.218836,0.147071,0.071765,56,44,1,1,0,Reconnaissance,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
2.960057,tcp,-,10,8,564,354,5.743133,1372.9465,837.8217,2,1,369.89963,393.98157,607.29504,595.6162,0.350824,0.202186,0.148638,56,44,1,1,0,Reconnaissance,1
4e-05,udp,-,2,0,168,0,25000.0,16800000.0,0.0,0,0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.364366,tcp,http,10,6,878,268,41.167397,17367.152,4918.132,2,1,40.377888,61.652,2070.6052,76.94069,0.126309,0.056102,0.070207,88,45,1,1,1,Reconnaissance,1
6e-06,any,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.146889,tcp,-,10,8,564,354,14.822708,3543.499,2162.3716,2,1,127.43211,159.78,8621.778,246.39154,0.037787,0.009811,0.027976,56,44,1,1,0,Reconnaissance,1
8e-06,udp,-,2,0,168,0,125000.0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
4e-06,udp,-,2,0,168,0,250000.0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
7e-06,udp,-,2,0,168,0,142857.14,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.066003,tcp,-,10,8,564,354,15.947423,3812.372,2326.4475,2,1,118.33211,149.81458,7640.6714,216.66278,0.064389,0.017292,0.047097,56,44,1,1,0,Reconnaissance,1
0.324707,tcp,http,10,6,1068,268,46.19549,23701.367,5518.822,2,1,31.10689,54.057198,1553.8423,72.01695,0.069869,0.054415,0.015454,107,45,1,1,1,Reconnaissance,1
2e-06,udp,-,2,0,168,0,500000.0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
2.773879,tcp,http,10,8,918,354,6.128602,2385.1077,894.0549,2,1,301.69455,385.33472,19035.117,651.709,0.178648,0.076531,0.102117,92,44,1,1,1,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.231391,tcp,http,10,6,864,268,64.82534,26898.193,7744.4673,2,1,23.829445,44.862602,1228.7175,72.586914,0.054314,0.007069,0.047245,86,45,1,1,1,Reconnaissance,1
1.073154,tcp,-,10,8,564,354,15.841156,3786.9683,2310.945,2,1,115.640335,144.90442,8497.285,199.32414,0.098447,0.058814,0.039633,56,44,1,1,0,Reconnaissance,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Reconnaissance,1
8e-06,udp,-,2,0,168,0,125000.0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.895415,tcp,http,10,6,862,268,16.752008,6933.098,2001.3066,2,1,96.76466,161.3008,5276.289,279.87912,0.169437,0.088907,0.08053,86,45,1,1,1,Reconnaissance,1
1e-05,udp,-,2,0,168,0,100000.0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
3e-06,tlsp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.966816,tcp,http,10,8,832,354,17.58349,6197.663,2565.1208,2,1,103.90789,128.61386,6893.2085,185.62987,0.17523,0.06651,0.10872,83,44,1,1,1,Reconnaissance,1
0.649026,tcp,-,10,8,564,354,26.193096,6261.691,3821.1106,2,1,70.609886,91.68843,5447.4697,137.4854,0.053356,0.007198,0.046158,56,44,1,1,0,Reconnaissance,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Reconnaissance,1
1.506719,tcp,http,10,8,886,354,11.282794,4237.021,1645.9606,2,1,163.07333,204.42786,10006.499,302.73834,0.155788,0.075714,0.080074,89,44,1,1,1,Reconnaissance,1
1.03102,tcp,-,10,8,564,354,16.488525,3941.7275,2405.3848,2,1,114.54711,126.936714,7052.451,209.95502,0.280471,0.142454,0.138017,56,44,1,1,0,Reconnaissance,1
0.672516,tcp,-,10,8,564,354,25.27821,6042.979,3687.6448,2,1,74.724,94.919,5506.7646,138.06683,0.071165,0.007439,0.063726,56,44,1,1,0,Reconnaissance,1
1.70105,tcp,-,10,8,564,354,9.993827,2389.1125,1457.923,2,1,189.00555,220.02928,13827.256,356.8773,0.253951,0.160045,0.093906,56,44,1,1,0,Reconnaissance,1
9e-06,fc,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Reconnaissance,1
1e-05,udp,-,2,0,168,0,100000.0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
4e-06,udp,-,2,0,168,0,250000.0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.824749,tcp,-,10,8,564,354,20.612331,4927.56,3006.9756,2,1,83.55811,110.44671,5926.5,144.41835,0.119582,0.051619,0.067963,56,44,1,1,0,Reconnaissance,1
0.467216,tcp,http,10,6,816,268,32.105064,12585.185,3835.4849,2,1,47.480778,85.68079,2709.2678,123.79526,0.091893,0.038809,0.053084,82,45,1,1,1,Reconnaissance,1
3e-06,udp,-,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.594437,tcp,-,10,8,564,354,10.662071,2548.862,1555.408,2,1,177.15967,217.97672,10342.439,328.3378,0.133039,0.067843,0.065196,56,44,1,1,0,Reconnaissance,1
0.742417,tcp,-,10,8,564,354,22.898184,5474.0127,3340.441,2,1,82.490776,98.305,5686.8594,147.47667,0.117583,0.05348,0.064103,56,44,1,1,0,Reconnaissance,1
0.640792,tcp,-,10,8,564,354,26.529669,6342.1514,3870.2104,2,1,70.666115,88.18586,5542.391,137.34589,0.085779,0.023475,0.062304,56,44,1,1,0,Reconnaissance,1
1.872285,tcp,-,10,8,564,354,9.079814,2170.6096,1324.5847,2,1,203.58589,247.762,13518.771,347.10516,0.206017,0.137946,0.068071,56,44,1,1,0,Reconnaissance,1
1.008257,tcp,http,10,8,816,354,16.86078,5831.846,2459.6902,2,1,106.70267,122.40471,6698.2407,171.4641,0.235911,0.151421,0.08449,82,44,1,1,1,Reconnaissance,1
1.025695,tcp,-,10,8,564,354,16.574127,3962.1917,2417.8728,2,1,110.38811,134.07758,6452.5444,195.35373,0.170839,0.087147,0.083692,56,44,1,1,0,Reconnaissance,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
1.676287,tcp,-,10,8,564,354,10.141461,2424.4058,1479.4602,2,1,183.5711,227.524,11340.183,331.73224,0.14883,0.08361,0.06522,56,44,1,1,0,Reconnaissance,1
1.244232,tcp,-,10,8,564,354,13.663046,3266.2717,1993.1973,2,1,134.891,161.77028,9748.841,223.54733,0.180711,0.111831,0.06888,56,44,1,1,0,Reconnaissance,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Reconnaissance,1
0.179311,tcp,http,10,6,892,268,83.653534,35826.023,9993.81,2,1,18.305332,34.405197,982.1751,58.89165,0.052289,0.007276,0.045013,89,45,1,1,1,Reconnaissance,1
0.641556,tcp,-,10,8,564,354,26.498075,6334.5986,3865.6016,2,1,69.61289,88.28043,5462.2974,132.22876,0.075808,0.023584,0.052224,56,44,1,1,0,Reconnaissance,1
9e-06,iso-ip,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Reconnaissance,1
3e-06,udp,-,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.777123,tcp,http,10,6,736,268,19.301964,6825.175,2305.9414,2,1,81.70456,133.319,4353.6533,219.0166,0.290739,0.110523,0.180216,74,45,1,1,1,Reconnaissance,1
0.721591,tcp,-,10,8,564,354,23.559052,5631.9995,3436.85,2,1,79.21789,99.60214,5892.5938,147.68336,0.054597,0.024368,0.030229,56,44,1,1,0,Reconnaissance,1
7e-06,pri-enc,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Reconnaissance,1
0.953639,tcp,-,10,8,564,354,17.826452,4261.571,2600.565,2,1,105.84967,130.40929,7463.873,186.55678,0.113966,0.040771,0.073195,56,44,1,1,0,Reconnaissance,1
1.265384,tcp,-,10,8,564,354,13.434657,3211.6733,1959.8794,2,1,136.75244,170.01414,9417.944,243.27005,0.137087,0.075277,0.06181,56,44,1,1,0,Reconnaissance,1
0.522229,tcp,http,10,6,900,268,28.72303,12408.35,3431.4448,2,1,53.80989,83.373604,2766.836,107.20099,0.204115,0.105354,0.098761,90,45,1,1,1,Reconnaissance,1
3e-06,nsfnet-igp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Reconnaissance,1
3e-06,udp,-,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.614833,tcp,-,10,8,564,354,10.527404,2516.669,1535.7626,2,1,179.42589,208.18529,11725.908,287.67117,0.308388,0.157122,0.151266,56,44,1,1,0,Reconnaissance,1
0.558331,tcp,http,10,6,784,268,26.865784,10115.863,3209.5657,2,1,56.075222,97.37,2948.3325,138.87686,0.136514,0.071472,0.065042,78,45,1,1,1,Reconnaissance,1
4e-06,udp,-,2,0,168,0,250000.0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.624077,tcp,-,10,8,564,354,27.240227,6512.0166,3973.8684,2,1,68.91644,88.17857,5439.122,139.30934,0.053629,0.006817,0.046812,56,44,1,1,0,Reconnaissance,1
0.822865,tcp,-,10,8,564,354,20.659525,4938.842,3013.86,2,1,91.42944,112.35171,6486.5923,154.93076,0.09341,0.035749,0.057661,56,44,1,1,0,Reconnaissance,1
1.8e-05,udp,-,2,0,168,0,55555.555,37333332.0,0.0,0,0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.828169,tcp,-,10,8,564,354,20.527212,4907.211,2994.5579,2,1,86.153336,107.59543,6157.1113,142.92732,0.131642,0.074992,0.05665,56,44,1,1,0,Reconnaissance,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
1.011487,tcp,-,10,8,564,354,16.806938,4017.847,2451.8357,2,1,112.38744,133.60371,6401.182,196.98335,0.146658,0.075441,0.071217,56,44,1,1,0,Reconnaissance,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
0.64597,tcp,-,10,8,564,354,26.317013,6291.314,3839.1877,2,1,70.77055,90.98914,5476.256,140.35892,0.056167,0.009028,0.047139,56,44,1,1,0,Reconnaissance,1
1e-06,unas,-,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Reconnaissance,1
2.6e-05,udp,-,2,0,168,0,38461.54,25846154.0,0.0,0,0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.639282,tcp,-,10,8,564,354,26.592335,6357.132,3879.3523,2,1,70.44011,90.185,5401.298,141.98367,0.05812,0.007978,0.050142,56,44,1,1,0,Reconnaissance,1
0.955069,tcp,-,10,8,564,354,17.79976,4255.19,2596.671,2,1,101.37256,125.25429,7251.7485,174.31717,0.156671,0.078285,0.078386,56,44,1,1,0,Reconnaissance,1
0.296506,tcp,http,10,6,954,268,50.5892,23176.598,6043.7227,2,1,30.289444,50.0148,1517.807,70.5356,0.079358,0.046428,0.03293,95,45,2,2,4,Reconnaissance,1
7e-06,udp,-,2,0,168,0,142857.14,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
5e-06,udp,-,2,0,168,0,200000.0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.207688,tcp,http,10,6,844,268,72.22372,29274.682,8628.327,2,1,21.459888,39.7072,1143.1362,66.56158,0.056085,0.009144,0.046941,84,45,1,1,1,Reconnaissance,1
0.822392,tcp,-,10,8,564,354,20.671408,4941.6826,3015.5935,2,1,91.37689,107.80529,6091.468,142.20789,0.132382,0.067019,0.065363,56,44,1,1,0,Reconnaissance,1
8e-06,sep,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Reconnaissance,1
0.62526,tcp,-,10,8,564,354,27.18869,6499.6963,3966.35,2,1,69.473335,87.73243,5398.7163,139.02522,0.057854,0.006253,0.051601,56,44,1,1,0,Reconnaissance,1
9e-06,fc,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
0.89803,tcp,-,10,8,564,354,18.930326,4525.4614,2761.6003,2,1,95.62711,113.90929,6178.2334,171.74393,0.152555,0.100658,0.051897,56,44,1,1,0,Reconnaissance,1
0.894953,tcp,-,10,8,564,354,18.99541,4541.0205,2771.0952,2,1,99.439224,115.064,7024.2437,163.32613,0.12578,0.088846,0.036934,56,44,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.108541,tcp,-,10,8,564,354,15.335472,3666.08,2237.1748,2,1,123.17122,149.53828,7381.32,226.91388,0.130846,0.06109,0.069756,56,44,1,1,0,Reconnaissance,1
6e-06,udp,-,2,0,168,0,166666.66,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.650529,tcp,-,10,8,564,354,26.132578,6247.223,3812.2817,2,1,71.683,91.34029,5644.2393,141.37067,0.058445,0.011144,0.047301,56,44,1,1,0,Reconnaissance,1
4e-06,udp,-,2,0,168,0,250000.0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.240871,tcp,-,10,8,564,354,13.700055,3275.119,1998.5962,2,1,135.81212,167.65771,8271.985,257.51657,0.144912,0.067263,0.077649,56,44,1,1,0,Reconnaissance,1
8e-06,visa,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Reconnaissance,1
1.0777,tcp,-,10,8,564,354,15.774334,3770.9937,2301.197,2,1,115.003334,145.64828,7113.463,225.23615,0.096866,0.058153,0.038713,56,44,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.873619,tcp,-,10,8,564,354,9.07335,2169.0642,1323.6416,2,1,200.27211,258.4334,15858.07,404.62558,0.107833,0.064582,0.043251,56,44,1,1,0,Reconnaissance,1
9e-06,udp,-,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.230025,tcp,http,10,10,914,4148,82.59972,28622.977,129864.15,2,3,25.558332,24.695557,1214.085,1753.6285,0.053186,0.006992,0.046194,91,415,1,1,1,Reconnaissance,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
0.720901,tcp,http,10,6,922,268,20.807295,9210.696,2485.778,2,1,64.57433,121.2204,3508.2341,166.56245,0.250898,0.114789,0.136109,92,45,1,1,0,Reconnaissance,1
1e-06,udp,-,2,0,168,0,1000000.0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
2e-06,udp,-,2,0,168,0,500000.0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.214607,tcp,http,10,6,836,268,69.8952,28069.914,8350.147,2,1,23.845222,36.237602,1135.625,58.79282,0.061509,0.016584,0.044925,84,45,1,1,1,Reconnaissance,1
1.8e-05,udp,-,2,0,168,0,55555.555,37333332.0,0.0,0,0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
1.399139,tcp,http,10,8,782,354,12.150329,4025.3325,1772.5186,2,1,155.342,187.48186,9258.953,275.69626,0.188658,0.086763,0.101895,78,44,1,1,1,Reconnaissance,1
1.034993,tcp,-,10,8,564,354,16.425232,3926.5964,2396.1514,2,1,114.88689,135.37086,6986.4585,202.9527,0.179038,0.087394,0.091644,56,44,1,1,0,Reconnaissance,1
0.634811,tcp,-,10,8,564,354,26.779625,6401.906,3906.6748,2,1,70.53455,87.78914,5382.4565,135.94035,0.065457,0.016194,0.049263,56,44,1,1,0,Reconnaissance,1
1.19323,tcp,-,10,8,564,354,14.247043,3405.8813,2078.392,2,1,126.016,162.72858,7579.605,221.45319,0.144217,0.054121,0.090096,56,44,1,1,0,Reconnaissance,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Reconnaissance,1
5e-06,emcon,-,2,0,180,0,200000.0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,90,0,8,8,0,Reconnaissance,1
1.20269,tcp,http,10,6,898,268,12.472042,5381.2705,1489.9933,2,1,111.94122,215.5708,6434.077,307.69498,0.198611,0.124835,0.073776,90,45,1,1,1,Reconnaissance,1
3e-06,udp,-,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1,0,Reconnaissance,1
0.867083,tcp,http,10,8,956,354,19.605967,7943.876,2860.1646,2,1,85.882,114.18414,6124.0093,147.6015,0.12671,0.067793,0.058917,96,44,1,1,0,Reconnaissance,1
0.711892,sctp,-,4,2,504,368,7.023537,4247.8354,2067.7292,0,0,237.29733,0.006,335.58417,0.0,0.0,0.0,0.0,126,184,1,1,0,Reconnaissance,1
